,fips,year,Total Investigations,Arrests Made,percentage
2051,42101016200,2021,53,10,18.867924528301888
2552,42101018400,2015,37,7,18.91891891891892
608,42101008102,2014,868,166,19.12442396313364
1762,42101014400,2021,77,15,19.480519480519483
53,42101000600,2014,142,28,19.718309859154928
382,42101006900,2020,91,18,19.78021978021978
900,42101009300,2015,3208,638,19.887780548628427
3838,42101027200,2022,15,3,20.0
5484,42101035602,2021,25,5,20.0
1433,42101012203,2019,15,3,20.0
1861,42101014900,2023,30,6,20.0
5415,42101035301,2023,15,3,20.0
3124,42101021900,2022,20,4,20.0
3834,42101027200,2020,20,4,20.0
3970,42101027800,2021,1013,204,20.138203356367228
2904,42101020600,2022,54,11,20.37037037037037
5023,42101033400,2022,176,36,20.454545454545457
2033,42101016100,2022,145,30,20.689655172413794
4743,42101031700,2018,381,79,20.73490813648294
3820,42101027100,2022,24,5,20.833333333333336
4982,42101033200,2020,19,4,21.052631578947366
1593,42101013601,2021,14,3,21.428571428571427
5395,42101035200,2020,14,3,21.428571428571427
5471,42101035601,2023,14,3,21.428571428571427
626,42101008102,2023,116,25,21.551724137931032
1789,42101014600,2016,226,49,21.68141592920354
2616,42101019100,2018,603,131,21.724709784411278
2620,42101019100,2020,110,24,21.818181818181817
5116,42101033800,2021,64,14,21.875
5938,42101037900,2021,105,23,21.904761904761905
5932,42101037900,2018,373,82,21.983914209115284
5998,42101038200,2022,332,73,21.987951807228914
2558,42101018400,2018,50,11,22.0
6087,42101038800,2021,36,8,22.22222222222222
1007,42101009802,2020,18,4,22.22222222222222
1009,42101009802,2021,22,5,22.727272727272727
3780,42101026900,2020,22,5,22.727272727272727
2762,42101020000,2021,171,39,22.807017543859647
1421,42101012201,2018,13,3,23.076923076923077
1379,42101011900,2022,67,16,23.88059701492537
2155,42101016701,2023,29,7,24.137931034482758
1447,42101012204,2021,12,3,25.0
1031,42101010000,2023,20,5,25.0
1409,42101012100,2021,24,6,25.0
3784,42101026900,2022,12,3,25.0
5378,42101035100,2020,20,5,25.0
1631,42101013700,2023,12,3,25.0
2764,42101020000,2022,211,53,25.118483412322274
1995,42101015800,2022,46,12,26.08695652173913
4502,42101030700,2021,76,20,26.31578947368421
1782,42101014500,2021,15,4,26.666666666666668
5134,42101033900,2021,15,4,26.666666666666668
3836,42101027200,2021,26,7,26.923076923076923
1419,42101012201,2017,11,3,27.27272727272727
2055,42101016200,2023,18,5,27.77777777777778
1413,42101012201,2014,18,5,27.77777777777778
2049,42101016200,2020,56,16,28.57142857142857
4232,42101028902,2023,14,4,28.57142857142857
1415,42101012201,2015,41,12,29.268292682926827
4504,42101030700,2022,37,11,29.72972972972973
1957,42101015600,2021,52,16,30.76923076923077
2624,42101019100,2022,277,88,31.768953068592058
3972,42101027800,2022,475,153,32.21052631578947
5940,42101037900,2022,92,30,32.608695652173914
3782,42101026900,2021,24,8,33.33333333333333
2564,42101018400,2021,12,4,33.33333333333333
2095,42101016400,2023,15,6,40.0
1423,42101012203,2014,47,20,42.5531914893617
2562,42101018400,2020,11,5,45.45454545454545
5136,42101033900,2022,11,5,45.45454545454545
1393,42101012000,2022,13,6,46.15384615384615
2766,42101020000,2023,19,9,47.368421052631575
1425,42101012203,2015,89,47,52.80898876404494
1427,42101012203,2016,79,43,54.43037974683544
